entry_id,age,monthly_income,years_employed,current_address_year,amount_requested,risk_score,inquiries_last_month,pay_schedule,home_owner,has_debt,personal_account_months,avg_risk_score,avg_ext_quality_score,e_signed
5430946,50,2040,2,0,500,55500,6,bi-weekly,0,0,73,0.6376082285,0.6839949999999999,0
4119953,22,3020,1,1,1200,71100,5,weekly,0,0,103,0.8090779604999999,0.684897,1
6467520,60,5080,3,3,2700,74250,4,bi-weekly,1,1,54,0.7051817499999999,0.543133,1
3926913,33,3670,2,2,700,33100,15,bi-weekly,1,1,28,0.69986882725,0.6355409999999999,1
4944310,37,4485,2,3,900,63450,4,bi-weekly,1,1,50,0.708615259,0.6300479999999999,0
3556793,46,6080,2,1,700,73950,7,weekly,0,1,39,0.7147063332500001,0.419817,1
1911558,43,2471,6,1,1200,76600,4,bi-weekly,1,0,38,0.71092002425,0.7315689999999999,0
1822704,38,4085,5,5,400,55700,7,weekly,1,1,86,0.636420404,0.516007,0
6564827,35,2765,2,0,900,46750,11,bi-weekly,1,1,74,0.64928145625,0.584019,1
7776567,50,2500,10,8,1400,88250,6,bi-weekly,1,1,26,0.6710006565,0.60028,0
1276104,50,8917,3,0,600,52450,5,bi-weekly,1,1,38,0.67783035775,0.35309899999999994,0
9427230,40,3045,5,3,800,86100,2,bi-weekly,0,1,29,0.7800692850000001,0.538976,0
2720674,27,3882,2,2,400,41300,9,bi-weekly,1,1,37,0.6723749962499999,0.6757310000000001,0
3048722,41,3615,2,4,2400,78200,5,weekly,0,1,38,0.82142153975,0.721655,1
1672273,41,3385,5,9,700,69100,10,weekly,1,1,74,0.73228172625,0.65032,0
3062558,68,3326,3,4,1200,75200,3,bi-weekly,0,1,50,0.7301518242499999,0.689883,0
1517575,27,3735,5,2,1200,37450,3,bi-weekly,0,1,75,0.7464719495000001,0.483261,0
2236307,29,3165,1,2,1200,37400,9,weekly,0,1,41,0.7388351154999999,0.613113,0
6177103,45,1510,2,3,700,58100,5,bi-weekly,0,0,38,0.65753261825,0.599917,0
4531461,56,2610,9,8,2700,47450,4,semi-monthly,0,0,134,0.7747944145000001,0.691344,1
7355048,37,1790,1,4,800,54300,2,semi-monthly,1,1,38,0.6323313435,0.700607,1
6456145,60,2530,7,5,900,41400,19,bi-weekly,0,1,86,0.7133651080000001,0.636844,0
6097797,38,2640,3,8,800,72850,8,weekly,0,0,38,0.56623873075,0.222087,1
3667883,48,2060,3,3,700,67700,6,weekly,0,1,37,0.7739971025000001,0.6798770000000001,1
7944818,42,5100,3,2,1700,73150,10,bi-weekly,1,1,42,0.6554239199999999,0.499535,1
7160044,43,3630,1,4,600,30350,4,weekly,0,1,38,0.73145946425,0.613834,1
2913227,34,5795,4,2,700,34150,14,weekly,0,1,28,0.6855285692499999,0.708834,1
7754904,50,3630,3,3,1200,64150,2,bi-weekly,1,1,0,0.748787839,0.647167,1
5475488,37,2535,7,2,600,51800,13,bi-weekly,0,1,61,0.718766402,0.535439,1
6655755,35,1665,2,2,1000,76050,8,bi-weekly,1,1,38,0.7718584975,0.759972,1
9199617,39,3823,1,2,1700,67800,9,bi-weekly,0,1,39,0.69699734975,0.829522,1
9905867,44,3760,5,4,800,60500,7,bi-weekly,1,0,38,0.6723193335000001,0.611459,0
9836199,50,4048,2,2,1200,70200,2,semi-monthly,0,0,49,0.65049489525,0.709468,0
3818042,50,6770,0,9,700,62550,6,bi-weekly,1,1,42,0.636871824,0.515216,0
5537375,46,2130,3,3,600,49500,19,bi-weekly,1,1,49,0.76846778275,0.528453,1
2602061,43,9254,3,4,700,43550,6,bi-weekly,0,1,30,0.766616854,0.631746,0
1161631,34,3575,5,3,700,52300,3,bi-weekly,1,1,32,0.6930656465,0.755583,0
6454318,44,5010,1,1,1100,69650,6,bi-weekly,1,1,14,0.7476780805000001,0.7597659999999999,0
3406696,56,3110,1,3,500,32100,5,bi-weekly,1,0,43,0.6024780197499999,0.418995,0
2785989,48,5125,5,4,600,76850,7,bi-weekly,1,1,42,0.7312059367499999,0.7484149999999999,0
5577521,41,1510,1,5,700,48950,4,bi-weekly,0,1,26,0.718939209,0.537549,1
7882138,39,2110,3,5,400,50150,13,weekly,1,1,13,0.66303401575,0.649316,1
6626049,26,5250,6,2,1100,68150,4,monthly,0,1,74,0.752101339,0.567601,0
5610425,64,2570,2,2,450,33550,3,bi-weekly,0,1,122,0.662100948,0.777195,1
1638073,43,5270,6,6,400,51650,2,bi-weekly,0,1,86,0.6600711567499999,0.6148579999999999,0
6666896,39,6075,6,4,700,37800,11,bi-weekly,1,0,86,0.6605885905,0.607032,0
8487964,54,2530,6,9,900,32100,10,bi-weekly,1,1,43,0.68439078575,0.773892,0
4233456,38,3610,3,2,2700,68850,5,semi-monthly,0,0,61,0.6732022310000001,0.6661699999999999,1
3279469,33,2627,1,2,400,43050,27,bi-weekly,0,0,28,0.58739902825,0.452648,1
8875034,60,2739,1,4,700,78650,3,bi-weekly,1,1,26,0.7926190005,0.830464,1
3429341,52,5050,1,3,600,44850,4,bi-weekly,1,1,42,0.73303103425,0.7222120000000001,0
1934953,59,5175,2,3,700,64200,5,weekly,0,1,42,0.7742148200000001,0.5479560000000001,0
3009444,37,4085,4,3,1700,68700,5,weekly,0,0,26,0.70164657325,0.45428599999999997,1
9067129,61,2200,5,11,1050,76800,4,bi-weekly,1,0,82,0.7346530122500001,0.739366,1
5992651,44,2550,4,2,600,46850,9,weekly,1,1,27,0.7524506015,0.505058,1
8859149,40,7120,9,9,1200,65500,7,semi-monthly,1,1,26,0.62587585875,0.564574,0
8204109,32,5195,3,2,1200,57650,6,semi-monthly,0,1,27,0.6522251535,0.468851,0
8335953,28,2545,1,1,700,77250,6,bi-weekly,0,0,49,0.7537721995,0.52562,1
7600991,56,3000,5,10,700,69100,4,semi-monthly,1,0,50,0.66524123,0.6252260000000001,1
6844843,54,3580,4,5,600,49050,3,weekly,0,1,42,0.798515819,0.7636620000000001,0
4851854,38,2215,12,4,700,63950,3,bi-weekly,0,0,98,0.7185637515,0.556324,0
4485118,55,1750,2,5,1200,35000,13,weekly,0,1,42,0.744349276,0.487947,0
3090427,52,4115,3,4,2400,58050,22,bi-weekly,0,1,62,0.731750598,0.7130369999999999,1
3368293,30,1680,1,0,700,34950,8,bi-weekly,0,1,50,0.64136084625,0.539814,0
5081640,52,6045,4,2,3200,71150,5,weekly,0,1,55,0.80598292375,0.691514,0
5586698,24,4110,2,10,800,51650,5,weekly,0,1,54,0.70245004425,0.689452,1
4640270,36,2715,10,10,500,57350,8,bi-weekly,1,1,49,0.7164108265,0.7249410000000001,1
2232899,55,3200,4,2,1000,47550,13,monthly,1,0,38,0.7956128475,0.637813,0
9294427,43,6436,3,2,1200,79100,5,semi-monthly,0,1,27,0.704835243,0.50141,1
7802356,29,2835,2,3,600,63600,5,bi-weekly,0,0,38,0.8226646445,0.7111000000000001,1
4165580,41,2125,3,4,900,59450,6,bi-weekly,0,0,136,0.84568306225,0.747968,0
2667259,50,3525,0,5,1100,67650,3,weekly,0,1,38,0.755986323,0.80913,0
7444314,38,3550,2,5,600,79400,7,bi-weekly,0,1,86,0.7788329595,0.774203,0
8972076,65,3570,11,10,1200,70050,5,weekly,0,1,30,0.70549409625,0.467884,0
7586022,51,2535,6,4,600,38600,5,semi-monthly,1,0,38,0.7870096445,0.698769,0
2464036,31,3255,1,2,800,72550,11,weekly,1,1,21,0.7318808432499999,0.673807,0
6176610,71,4221,3,4,1600,80700,8,weekly,1,1,41,0.7165905880000001,0.554074,1
8643503,49,3580,6,4,900,55200,9,bi-weekly,1,1,85,0.71977365725,0.653791,0
3304606,55,1930,6,7,900,65200,4,bi-weekly,0,1,26,0.7431358149999999,0.694661,1
5425555,47,2650,3,2,1900,54100,5,weekly,0,0,38,0.8046216645000001,0.665959,0
7118808,39,1565,6,2,800,62350,10,bi-weekly,0,1,86,0.69277062875,0.546357,0
3164820,66,2545,6,10,900,92000,4,monthly,0,1,42,0.84372566725,0.650628,0
3445666,34,4010,6,4,700,77000,6,bi-weekly,1,1,58,0.666098123,0.526087,0
6149339,23,3695,6,4,1150,80650,8,bi-weekly,0,1,73,0.65416725475,0.483445,1
2906773,50,6700,5,10,2900,91500,6,bi-weekly,0,1,54,0.679226509,0.660085,0
1989588,30,5240,3,1,1700,63000,6,monthly,0,0,16,0.64515535775,0.505804,0
1280303,41,2580,2,2,700,37050,6,bi-weekly,1,1,41,0.631672483,0.6784749999999999,0
5383999,50,3475,2,9,3900,74050,3,bi-weekly,1,1,54,0.70433012025,0.776149,0
7160027,28,2791,6,5,400,51900,7,monthly,0,1,73,0.8217317242500001,0.655114,1
1994351,49,4555,2,0,2600,59300,7,semi-monthly,0,0,38,0.8228276455000001,0.6274949999999999,0
1809357,41,3135,6,5,2400,36150,10,weekly,0,0,38,0.6760646652500001,0.612249,1
8593480,44,3630,4,6,700,44100,6,bi-weekly,1,1,54,0.6141437555,0.35467,0
7741900,37,3110,2,3,800,58950,5,monthly,1,0,61,0.7773072959999999,0.5167760000000001,1
7636562,49,4570,4,2,800,91300,5,monthly,0,0,62,0.6408125677500001,0.54438,0
5466116,47,2662,1,1,900,59350,16,weekly,0,0,38,0.692660218,0.753841,0
7695135,28,5215,1,3,500,58850,9,weekly,0,0,42,0.7472799987500001,0.6821149999999999,1
1820658,51,3190,2,3,500,72450,4,semi-monthly,1,1,43,0.79834075725,0.6251439999999999,1
1401509,35,2730,4,10,500,36150,5,bi-weekly,1,1,42,0.7500101655,0.814748,1
4960007,49,3620,9,3,2400,51600,7,bi-weekly,0,0,26,0.76002389525,0.589132,0
5142285,49,5510,4,2,900,60550,6,bi-weekly,0,1,28,0.7854164760000001,0.6772770000000001,1
6826174,59,3750,5,1,900,55750,4,weekly,0,1,93,0.7435339029999999,0.48457799999999995,1
6424285,23,1835,1,4,1200,57800,4,bi-weekly,0,1,66,0.6651624045000001,0.50455,0
2759514,54,3695,5,9,1300,80400,5,bi-weekly,0,0,50,0.7536531685,0.7678780000000001,1
3860500,30,2120,0,0,900,76050,5,weekly,0,1,27,0.77207718075,0.640927,1
3828739,34,2590,1,3,700,49100,4,weekly,0,1,87,0.66115535375,0.432435,1
8512862,48,2064,2,2,1200,47100,2,bi-weekly,0,1,42,0.7680257290000001,0.762491,0
3564304,33,3190,1,9,900,76700,6,monthly,1,0,15,0.7192012655000001,0.6841729999999999,1
5548047,40,3735,4,3,600,43550,18,bi-weekly,1,1,28,0.5792054627500001,0.309041,1
6890557,35,1570,7,0,600,46150,9,bi-weekly,0,1,85,0.8598161625,0.747123,0
5922166,56,2300,8,9,800,67800,7,weekly,1,1,91,0.7563643925,0.65567,1
8748659,50,4445,3,5,600,47300,8,semi-monthly,1,1,86,0.616475475,0.7727109999999999,1
2520047,58,1700,6,2,900,63200,5,bi-weekly,0,1,49,0.65832956175,0.55971,0
2343832,51,3130,3,1,700,38100,4,semi-monthly,1,1,25,0.6744553095,0.715377,0
8775758,31,3220,3,2,600,47850,5,bi-weekly,1,1,41,0.7748423925000001,0.7070339999999999,1
5266388,69,2730,3,2,900,70700,7,semi-monthly,0,1,53,0.6273700547500001,0.626692,0
6381248,27,2065,3,3,500,62800,4,semi-monthly,1,1,41,0.7569102947499999,0.7691729999999999,1
3937294,49,2140,4,2,700,61800,4,bi-weekly,0,1,29,0.7511112197500001,0.694669,1
2585566,56,2427,3,8,700,68100,9,bi-weekly,0,0,122,0.7585578377500001,0.6647050000000001,0
8590015,60,2005,8,6,550,42950,8,weekly,0,1,86,0.78457967075,0.647235,1
9177335,33,1530,6,0,400,67350,6,bi-weekly,1,1,26,0.7977464575,0.7195670000000001,1
1851728,24,2510,3,7,500,71850,8,semi-monthly,1,0,38,0.6370854255,0.6096550000000001,0
9488683,34,3295,4,3,1300,42950,3,weekly,1,1,40,0.5984446765,0.415628,0
8658361,48,5065,5,10,700,71650,10,monthly,1,1,33,0.634379849,0.6231899999999999,0
1300921,56,5115,3,4,1100,83150,3,bi-weekly,1,1,87,0.70031608175,0.598005,0
5484480,35,2665,6,10,700,45950,5,bi-weekly,0,1,42,0.7262833187500001,0.652464,1
6916714,27,3250,2,1,700,60150,5,bi-weekly,1,0,37,0.6786967342499999,0.518046,1
2391215,44,3845,5,4,500,48750,13,bi-weekly,1,0,50,0.66039607675,0.400822,1
2617352,36,3020,4,4,400,85200,3,monthly,1,1,29,0.71668518775,0.5569600000000001,1
4499124,50,1865,2,3,900,28550,8,weekly,0,1,27,0.692696421,0.7714770000000001,0
3152023,57,5050,1,0,900,78350,7,weekly,0,1,38,0.7866847327500001,0.80604,0
9307412,34,6035,1,2,900,57000,2,weekly,1,1,27,0.8611865862500001,0.570758,1
1513936,39,4165,3,2,1050,70050,4,bi-weekly,1,1,12,0.78382063625,0.6064989999999999,0
7662706,48,5190,5,4,1100,50400,2,bi-weekly,0,1,49,0.74930106525,0.81594,1
3679671,39,3065,2,4,400,62850,6,semi-monthly,1,1,30,0.6714019412500001,0.692809,0
6797058,49,3635,5,2,700,44850,4,bi-weekly,0,1,31,0.7242489464999999,0.40603500000000003,1
1915051,32,1895,2,1,800,36250,4,weekly,0,1,26,0.73902859025,0.4628140000000001,0
1377272,62,2735,2,8,800,66300,4,monthly,1,0,37,0.705350288,0.5872359999999999,1
5685909,41,4250,1,4,800,54200,5,bi-weekly,1,1,54,0.6112116387500001,0.418142,1
8260075,45,3045,1,7,600,52650,6,bi-weekly,1,1,29,0.5989839020000001,0.709913,1
5940240,25,1640,2,1,600,73450,4,weekly,0,1,41,0.7461699145,0.5686229999999999,0
6989346,29,2560,1,3,1450,78400,4,weekly,1,1,49,0.79656737925,0.7690649999999999,1
5072743,47,1956,4,3,800,69150,7,bi-weekly,0,1,61,0.7666757034999999,0.727155,1
1116370,32,2617,1,1,700,35900,21,bi-weekly,0,0,38,0.700624849,0.48388699999999996,0
4815606,40,5015,5,5,8300,72250,5,bi-weekly,0,1,99,0.75150845,0.602217,0
2231758,36,2570,1,0,500,34150,12,bi-weekly,0,1,163,0.6500404822499999,0.615042,1
8468514,52,6570,6,10,700,54250,6,weekly,1,1,16,0.7483576814999999,0.53297,0
2549738,27,3060,5,0,400,33250,12,bi-weekly,0,1,15,0.6577702205,0.537396,0
4401660,59,2085,2,0,600,55900,8,bi-weekly,0,0,30,0.77524208725,0.690751,0
6038157,38,2640,3,8,400,88450,3,weekly,1,1,1,0.6354652602499999,0.45531299999999997,1
2551250,38,3075,6,1,1200,69150,3,semi-monthly,0,1,42,0.6779786225,0.356239,1
2290837,62,3085,2,2,800,71150,9,monthly,0,1,54,0.73049163825,0.6197010000000001,0
9220292,46,2670,4,4,400,88750,4,bi-weekly,0,1,39,0.6657764065,0.7821859999999999,0
4710962,30,3155,0,10,600,69400,4,bi-weekly,1,1,29,0.5918426525,0.44061700000000004,0
4514459,21,1820,1,5,800,64300,6,weekly,0,1,29,0.7046405097499999,0.62304,1
7478282,37,3225,3,5,800,61650,4,monthly,0,1,62,0.6851845409999999,0.578183,0
6557031,47,2595,3,3,1100,71300,16,bi-weekly,0,0,62,0.8036904490000001,0.674603,1
1823994,53,3265,0,4,800,51450,4,bi-weekly,1,1,30,0.6722696572500001,0.615381,0
6226459,41,1995,1,2,400,73800,9,bi-weekly,0,1,38,0.764515251,0.655851,1
3843798,22,3270,2,1,1100,51350,6,bi-weekly,0,1,25,0.646486906,0.6733680000000001,0
6916271,38,3065,9,8,900,44900,8,weekly,1,1,39,0.6575623515,0.784067,0
9760862,42,1980,1,2,500,59100,2,bi-weekly,0,0,26,0.7848576385000001,0.780145,1
8999765,37,3015,6,3,400,65850,5,bi-weekly,1,1,31,0.70040136575,0.583086,0
7722178,49,3695,1,2,1000,37500,6,bi-weekly,0,1,68,0.80252039925,0.583909,1
4997470,45,2382,9,6,1100,80000,6,bi-weekly,1,1,37,0.69176160025,0.6952130000000001,0
2552950,25,4135,3,3,2900,30750,10,semi-monthly,0,1,50,0.8073298630000001,0.49901999999999996,1
6240482,50,3285,4,4,400,58450,5,weekly,1,1,85,0.81441710025,0.7376159999999999,0
5439373,59,1710,3,2,400,53750,14,bi-weekly,1,1,29,0.64599181325,0.5206689999999999,1
1652568,42,4603,3,6,600,62150,3,weekly,1,0,50,0.64496834425,0.640479,1
7979565,19,1690,1,2,1300,51000,8,semi-monthly,0,1,28,0.7508379629999999,0.555417,0
1930975,54,3005,2,3,700,66950,11,bi-weekly,1,1,43,0.702660053,0.629831,0
6899813,36,5433,5,2,2500,60750,5,semi-monthly,0,1,143,0.680639448,0.651296,1
3198918,30,2640,3,0,2000,78300,8,bi-weekly,1,1,49,0.78693726875,0.615329,1
2021926,60,5175,6,10,600,46100,29,bi-weekly,1,0,54,0.623019554,0.397804,0
2195206,39,2165,2,0,1100,83150,5,bi-weekly,1,1,50,0.59031905525,0.483753,0
7676672,26,2200,4,3,800,42300,8,bi-weekly,0,0,37,0.6811664125,0.631358,0
3984685,51,2440,7,1,1200,39700,11,weekly,0,1,92,0.84465365375,0.644425,0
9247214,31,2585,4,5,700,46050,7,monthly,0,1,39,0.7095444652499999,0.5530630000000001,0
7262710,39,3445,1,1,700,31500,2,bi-weekly,0,1,27,0.7787308220000001,0.59165,1
2257609,40,5265,1,0,900,64300,5,bi-weekly,0,0,37,0.7293530094999999,0.5777920000000001,1
5895991,29,1585,2,9,700,75150,6,bi-weekly,1,1,19,0.567913107,0.648884,1
3727489,80,3025,2,1,600,70100,17,semi-monthly,0,1,38,0.6104395855,0.458783,0
8861663,33,3050,1,1,500,48450,3,weekly,1,0,37,0.658851438,0.6659170000000001,1
4545854,85,4870,2,2,600,42000,4,bi-weekly,1,1,29,0.76675906925,0.541738,0
7230759,30,2205,4,4,1000,38200,13,semi-monthly,0,1,42,0.6550635607499999,0.6887220000000001,1
3529978,68,3560,9,10,2300,93250,9,semi-monthly,1,0,26,0.7737521752500001,0.720197,0
2375201,32,2265,2,3,500,69750,6,semi-monthly,0,1,26,0.6098083120000001,0.34336,0
8075124,53,5557,3,1,1850,83800,8,bi-weekly,1,0,50,0.624148579,0.49301700000000004,1
2494920,46,3195,1,11,700,40450,6,weekly,0,1,38,0.6744218670000001,0.6291720000000001,0
6858817,29,3370,2,7,751,43350,7,bi-weekly,1,0,50,0.66735038,0.650819,1
6248293,43,1970,1,0,400,50550,4,bi-weekly,0,1,30,0.7651334045,0.657646,0
3644768,37,5235,2,1,2900,68500,6,bi-weekly,1,1,37,0.78043770325,0.844931,1
1126364,44,3775,2,1,400,42450,5,bi-weekly,1,1,33,0.6908989057499999,0.694815,0
2969102,34,3125,0,1,650,51900,12,bi-weekly,1,1,37,0.7895929522499999,0.616825,1
9893886,36,3135,2,3,500,53700,5,bi-weekly,0,1,42,0.617938278,0.5920460000000001,1
3111159,31,3180,2,1,600,71500,4,weekly,1,1,38,0.7260496162500001,0.616283,0
9051563,28,3690,7,6,700,72450,8,semi-monthly,1,1,86,0.70045699875,0.808573,1
1643377,27,6986,2,9,400,44050,8,bi-weekly,1,1,49,0.6247696145,0.50182,1
4505163,21,2210,2,0,600,41150,6,bi-weekly,0,1,41,0.7388771814999999,0.597011,0
4294926,57,3160,1,9,600,40950,9,bi-weekly,0,1,42,0.70160030025,0.6180859999999999,0
4443476,38,5115,9,2,2700,80700,6,monthly,0,0,37,0.7634368075,0.4992140000000001,0
2095152,56,5040,5,11,700,90550,6,bi-weekly,1,1,33,0.613626389,0.479199,1
8711563,22,1585,1,3,800,64450,3,weekly,1,0,26,0.6974728775000001,0.631348,1
1621898,29,2030,5,5,800,81150,3,bi-weekly,0,1,2,0.7372269712499999,0.75097,1
2641288,45,3695,3,2,800,74850,5,bi-weekly,1,1,86,0.80056455575,0.7147760000000001,1
3063657,51,5280,3,5,600,52800,7,weekly,0,1,42,0.6176572210000001,0.56627,0
3210996,62,1665,1,1,800,43650,10,monthly,1,1,125,0.6549164199999999,0.551702,0
5591745,58,4659,2,2,800,66400,15,bi-weekly,0,1,54,0.7616345524999999,0.6788770000000001,0
2615671,27,4605,2,10,400,56850,6,monthly,1,1,42,0.6486951897500001,0.631686,0
7571176,26,3775,6,4,1000,60400,7,bi-weekly,1,0,50,0.6139036775,0.489637,1
2083935,57,5295,5,11,1100,87150,5,semi-monthly,1,1,54,0.57504442475,0.507448,1
4796418,23,1630,2,1,1600,68400,7,weekly,0,1,29,0.7367993065,0.679654,0
2477128,26,2615,3,2,900,74950,9,weekly,0,1,12,0.770232063,0.589726,1
4209463,51,1630,3,4,800,50150,4,bi-weekly,0,1,41,0.6607885174999999,0.39534,0
2229623,52,3150,0,10,899,61650,4,semi-monthly,1,1,55,0.722109027,0.596909,1
6260901,33,2610,6,7,800,74450,7,bi-weekly,0,1,37,0.7215021675,0.7526649999999999,1
5966400,54,5190,4,8,1700,61650,15,semi-monthly,0,1,21,0.697873186,0.48589099999999996,1
3234356,41,3912,2,3,600,38250,30,bi-weekly,1,1,13,0.70216279525,0.562776,0
2277348,59,2725,3,2,600,52800,9,bi-weekly,1,1,39,0.6594618155,0.56145,0
6433743,34,2220,7,8,750,67950,6,bi-weekly,0,1,27,0.7340542170000001,0.6775329999999999,1
5270880,22,2550,0,0,900,63000,6,bi-weekly,0,1,41,0.73414297625,0.51577,0
9315102,33,4530,4,6,400,34200,15,bi-weekly,1,1,0,0.6300223847499999,0.696553,1
6920383,55,3675,3,6,1400,78600,12,bi-weekly,0,0,50,0.6645810777500001,0.624862,1
1478325,26,4205,3,1,800,53250,5,bi-weekly,1,1,38,0.7660200622500001,0.579292,1
2059195,40,3185,5,4,1200,87300,7,bi-weekly,1,0,74,0.83470615475,0.704556,1
2982495,26,1615,2,3,500,60700,6,bi-weekly,1,1,37,0.66298335775,0.499696,1
8627544,29,2755,2,2,500,43100,14,monthly,0,0,38,0.6158671035000001,0.622314,1
8755705,32,3242,2,1,400,46050,9,bi-weekly,1,1,40,0.78944449,0.702762,0
7633664,25,3070,3,2,2700,52600,7,bi-weekly,0,1,40,0.7210341345000001,0.602621,0
6629334,38,5010,0,2,800,37000,6,monthly,1,1,26,0.7535039177499999,0.636253,0
1387505,38,2490,1,3,1100,63100,6,weekly,0,1,65,0.7216870504999999,0.673301,1
4642878,49,4610,1,1,900,57750,6,monthly,0,1,55,0.5891286795,0.402073,1
3774352,47,2790,2,5,700,81800,7,bi-weekly,0,1,74,0.70518365075,0.639896,1
4979061,34,4635,3,2,900,57000,3,weekly,0,0,38,0.7264417315,0.588052,0
2793502,46,2263,6,5,1400,81400,2,weekly,0,1,74,0.7866342665,0.724999,0
8333042,38,3515,3,5,400,56900,2,bi-weekly,1,0,38,0.656422388,0.644476,0
2962879,46,3628,3,3,600,60450,3,weekly,0,1,29,0.8511159150000001,0.761467,1
8841642,52,3275,2,0,800,72000,3,monthly,0,1,28,0.5158003105,0.628768,1
5019322,48,1515,7,6,800,63900,3,bi-weekly,0,1,62,0.7661010699999999,0.683211,1
5674447,23,2306,3,0,550,34500,7,bi-weekly,0,1,50,0.6024257454999999,0.411069,1
4204885,25,5450,3,5,600,52000,2,weekly,1,1,29,0.6600900464999999,0.549072,1
1276173,32,3500,2,2,600,31750,6,bi-weekly,1,0,50,0.73561846525,0.610141,1
7660711,51,5677,2,3,400,61350,5,bi-weekly,0,1,26,0.6865646349999999,0.7688229999999999,0
3033025,35,5115,2,4,800,42500,5,weekly,1,1,43,0.8310700052500001,0.496113,0
1406399,53,3575,2,2,600,34050,8,bi-weekly,0,1,44,0.71868042425,0.686968,0
9509555,50,2670,2,6,800,70350,8,bi-weekly,1,0,37,0.67016332025,0.685959,0
6616531,38,4230,6,1,950,48750,8,weekly,0,1,29,0.7086205222499999,0.6304399999999999,0
8236192,36,5770,5,7,1400,46900,15,bi-weekly,1,1,50,0.6945405915,0.797953,0
4987082,45,3000,3,2,1100,61800,11,weekly,0,1,61,0.721502436,0.456481,0
3925519,41,3510,3,6,800,84050,6,weekly,0,0,62,0.71201193975,0.55601,1
5615884,44,1645,2,1,450,36650,2,bi-weekly,0,1,50,0.7432617017500001,0.684702,1
6603977,34,1945,3,0,400,43450,8,weekly,0,0,15,0.7576614555,0.663789,0
4986774,52,6640,6,6,600,52800,13,bi-weekly,0,1,29,0.6334484380000001,0.442678,1
5981546,45,3295,1,5,600,37050,13,weekly,1,1,54,0.73334631225,0.63445,1
5972150,38,4705,6,4,700,57600,12,bi-weekly,0,1,13,0.67595984875,0.439408,1
6718938,64,2610,1,3,1150,79500,7,bi-weekly,0,0,38,0.7607754722500001,0.670772,1
6743807,29,8922,4,2,600,53200,6,weekly,1,1,50,0.7299253217499999,0.595224,0
8819674,38,3235,7,7,600,71100,4,weekly,0,0,86,0.8503031755,0.77566,1
3376516,54,7140,4,3,800,55050,3,weekly,0,0,61,0.804769589,0.44703500000000007,0
4488073,53,2197,2,0,600,40150,12,bi-weekly,0,1,50,0.7267696687499999,0.499191,1
8988820,35,3645,3,3,700,45650,7,monthly,0,0,38,0.58940079525,0.66232,1
1667975,37,2629,1,4,1000,75150,4,bi-weekly,1,0,25,0.7753048075,0.610025,1
5844309,42,4185,4,4,800,69350,13,monthly,0,1,61,0.7258973145000001,0.686992,1
5246059,37,2635,7,7,700,41500,12,bi-weekly,1,1,76,0.65745108825,0.638878,0
9503227,26,3270,0,4,1100,50300,10,weekly,0,1,54,0.8034016347499999,0.7593270000000001,0
3330771,73,4085,6,3,900,86000,16,monthly,1,0,38,0.68425504325,0.5942540000000001,0
1412519,61,2710,3,3,900,84750,2,bi-weekly,1,1,53,0.83649178475,0.768609,0
6101477,49,5815,3,2,1800,85950,5,bi-weekly,1,1,40,0.639544192,0.429492,1
4517966,22,1140,3,2,500,38100,8,bi-weekly,0,1,40,0.7311192575000001,0.526452,1
6207827,26,3360,4,4,700,56900,8,bi-weekly,0,1,91,0.67062089925,0.6367609999999999,1
8522505,54,2785,3,3,600,65850,4,weekly,1,0,62,0.77286215325,0.63077,1
2028881,41,6265,4,5,1400,75100,6,weekly,1,0,37,0.77412550125,0.6774879999999999,1
3175935,47,3530,2,0,400,35200,4,bi-weekly,0,1,41,0.73857335875,0.611715,1
9058043,30,2725,2,4,10200,64650,4,semi-monthly,0,1,54,0.7076580392499999,0.7251540000000001,0
8240485,45,1560,2,1,550,34800,5,bi-weekly,0,1,39,0.67107601375,0.61914,1
2013179,40,2790,7,3,1900,75500,4,bi-weekly,1,0,49,0.73113520525,0.603877,1
6734986,69,3705,9,2,800,61200,18,monthly,0,1,26,0.7803574495,0.7959,1
6284462,66,5290,5,2,900,61050,7,bi-weekly,0,1,49,0.690625336,0.731795,1
6427133,46,5190,6,7,1400,91500,4,semi-monthly,0,1,62,0.7103372085,0.557668,1
8939122,47,3795,10,8,1150,75050,9,semi-monthly,1,1,38,0.6803927937500001,0.482105,1
4191101,40,3750,5,5,700,81850,6,bi-weekly,0,1,26,0.6279276579999999,0.47770999999999997,0
5008370,48,2227,10,1,800,67000,8,bi-weekly,0,1,110,0.736547556,0.755689,1
3301952,38,4181,6,0,1200,62450,4,bi-weekly,1,1,19,0.700882626,0.520967,1
6579873,65,3535,2,2,600,45000,5,bi-weekly,0,1,29,0.6152421145,0.45459499999999997,0
5844450,36,3780,9,4,700,57000,8,bi-weekly,0,1,27,0.629156337,0.644241,1
3307374,46,2700,3,2,700,47050,3,semi-monthly,0,1,37,0.818921529,0.6703189999999999,1
8365629,56,5116,2,1,850,79650,8,bi-weekly,0,1,49,0.692322701,0.6831659999999999,0
1264552,72,2005,4,2,600,65250,7,monthly,0,0,66,0.7663156395,0.78594,0
8807097,39,4170,4,5,700,44100,4,bi-weekly,0,0,98,0.66054379,0.71993,1
2733224,67,2095,8,10,700,51250,12,bi-weekly,1,1,74,0.72883651325,0.635308,0
6059651,39,4030,6,2,700,47650,6,weekly,0,0,37,0.7644999732500001,0.6912100000000001,1
